study_id,study_title,study_description,accession_reference,study_type,inclusion_exclusion_criteria,grants,collected_by,lab_name,lab_address,study_contact,submitted_by,pub_ids,keywords_study,subject_id,synthetic,species,sex,age_min,age_max,age_unit,age_event,ancestry_population,ethnicity,race,strain_name,linked_subjects,link_type,study_group_description,disease_diagnosis,disease_length,disease_stage,prior_therapies,immunogen,intervention,medical_history,sample_id,sample_type,tissue,anatomic_site,disease_state_sample,collection_time_point_relative,collection_time_point_relative_unit,collection_time_point_reference,biomaterial_provider,tissue_processing,cell_subset,cell_phenotype,cell_species,single_cell,cell_number,cells_per_reaction,cell_storage,cell_quality,cell_isolation,cell_processing_protocol,template_class,template_quality,template_amount,template_amount_unit,library_generation_method,library_generation_protocol,library_generation_kit_version,complete_sequences,physical_linkage,pcr_target_locus,forward_pcr_primer_target_location,reverse_pcr_primer_target_location,sequencing_run_id,total_reads_passing_qc_filter,sequencing_platform,sequencing_facility,sequencing_run_date,sequencing_kit,sequencing_data_id,primary_annotation,file_type,filename,read_direction,read_length,paired_filename,paired_read_direction,paired_read_length,software_versions,paired_reads_assembly,quality_thresholds,primer_match_cutoffs,collapsing_method,data_processing_protocols,germline_database,data_processing_files,analysis_provenance_id,reference_assembly
R24AI162317,,,,"{""id"": ""NCIT: C16084"", ""label"": ""Observational Study""} ",,NIH R24AI162317,,Emory National Primate Research Center,"Room #2040 954 Gatewood NE Road, Atlanta, 30329, GA","Amit, Upad.","Stacey, Lapp",,,RCn18,FALSE,"{""id"": ""NCBITAXON: 9544"", ""label"": ""Rhesus macaque""}",Female,,,,,Indian,,,,,,,,,,,,,,RCn18,peripheral blood sample,"{""label"": ""blood"",""id"": ""UBERON:0000178""}",Saphenous vein,,,,,Emory National Primate Research Center,,,,,FALSE,,,,,,,DNA,,,,IG-Capture,amplification and capture by hybridization of genomic dna to enrich nucleic acid sequences from IG genomic loci,,,,,,,,,SEQUELII,University of Louisville Sequencing Technology Center,,,,TRUE,BAM,,,,,,,"HiFiASM, WASP v1.0, Digger v0.7.4",,,,manual,,custom,,,none (de novo annotation)
R24AI162317,,,,"{""id"": ""NCIT: C16084"", ""label"": ""Observational Study""} ",,NIH R24AI162317,,Emory National Primate Research Center,"Room #2040 954 Gatewood NE Road, Atlanta, 30329, GA","Amit, Upad.","Stacey, Lapp",,,RCp16,FALSE,"{""id"": ""NCBITAXON: 9544"", ""label"": ""Rhesus macaque""}",Female,,,,,Indian,,,,,,,,,,,,,,RCp16,peripheral blood sample,"{""label"": ""blood"",""id"": ""UBERON:0000178""}",Saphenous vein,,,,,Emory National Primate Research Center,,,,,FALSE,,,,,,,DNA,,,,IG-Capture,amplification and capture by hybridization of genomic dna to enrich nucleic acid sequences from IG genomic loci,,,,,,,,,SEQUELII,University of Louisville Sequencing Technology Center,,,,TRUE,BAM,,,,,,,"HiFiASM, WASP v1.0, Digger v0.7.4",,,,manual,,custom,,,none (de novo annotation)
R24AI162317,,,,"{""id"": ""NCIT: C16084"", ""label"": ""Observational Study""} ",,NIH R24AI162317,,Emory National Primate Research Center,"Room #2040 954 Gatewood NE Road, Atlanta, 30329, GA","Amit, Upad.","Stacey, Lapp",,,RDt18,FALSE,"{""id"": ""NCBITAXON: 9544"", ""label"": ""Rhesus macaque""}",Female,,,,,Indian,,,,,,,,,,,,,,RDt18,peripheral blood sample,"{""label"": ""blood"",""id"": ""UBERON:0000178""}",Saphenous vein,,,,,Emory National Primate Research Center,,,,,FALSE,,,,,,,DNA,,,,IG-Capture,amplification and capture by hybridization of genomic dna to enrich nucleic acid sequences from IG genomic loci,,,,,,,,,SEQUELII,University of Louisville Sequencing Technology Center,,,,TRUE,BAM,,,,,,,"HiFiASM, WASP v1.0, Digger v0.7.4",,,,manual,,custom,,,none (de novo annotation)
R24AI162317,,,,"{""id"": ""NCIT: C16084"", ""label"": ""Observational Study""} ",,NIH R24AI162317,,Emory National Primate Research Center,"Room #2040 954 Gatewood NE Road, Atlanta, 30329, GA","Amit, Upad.","Stacey, Lapp",,,RFr13,FALSE,"{""id"": ""NCBITAXON: 9544"", ""label"": ""Rhesus macaque""}",Female,,,,,Indian,,,,,,,,,,,,,,RFr13,peripheral blood sample,"{""label"": ""blood"",""id"": ""UBERON:0000178""}",Saphenous vein,,,,,Emory National Primate Research Center,,,,,FALSE,,,,,,,DNA,,,,IG-Capture,amplification and capture by hybridization of genomic dna to enrich nucleic acid sequences from IG genomic loci,,,,,,,,,SEQUELII,University of Louisville Sequencing Technology Center,,,,TRUE,BAM,,,,,,,"HiFiASM, WASP v1.0, Digger v0.7.4",,,,manual,,custom,,,none (de novo annotation)
R24AI162317,,,,"{""id"": ""NCIT: C16084"", ""label"": ""Observational Study""} ",,NIH R24AI162317,,Emory National Primate Research Center,"Room #2040 954 Gatewood NE Road, Atlanta, 30329, GA","Amit, Upad.","Stacey, Lapp",,,RGq13,FALSE,"{""id"": ""NCBITAXON: 9544"", ""label"": ""Rhesus macaque""}",Female,,,,,Indian,,,,,,,,,,,,,,RGq13,peripheral blood sample,"{""label"": ""blood"",""id"": ""UBERON:0000178""}",Saphenous vein,,,,,Emory National Primate Research Center,,,,,FALSE,,,,,,,DNA,,,,IG-Capture,amplification and capture by hybridization of genomic dna to enrich nucleic acid sequences from IG genomic loci,,,,,,,,,SEQUELII,University of Louisville Sequencing Technology Center,,,,TRUE,BAM,,,,,,,"HiFiASM, WASP v1.0, Digger v0.7.4",,,,manual,,custom,,,none (de novo annotation)
R24AI162317,,,,"{""id"": ""NCIT: C16084"", ""label"": ""Observational Study""} ",,NIH R24AI162317,,Emory National Primate Research Center,"Room #2040 954 Gatewood NE Road, Atlanta, 30329, GA","Amit, Upad.","Stacey, Lapp",,,REk15,FALSE,"{""id"": ""NCBITAXON: 9544"", ""label"": ""Rhesus macaque""}",Female,,,,,Indian,,,,,,,,,,,,,,REk15,peripheral blood sample,"{""label"": ""blood"",""id"": ""UBERON:0000178""}",Saphenous vein,,,,,Emory National Primate Research Center,,,,,FALSE,,,,,,,DNA,,,,IG-Capture,amplification and capture by hybridization of genomic dna to enrich nucleic acid sequences from IG genomic loci,,,,,,,,,SEQUELII,University of Louisville Sequencing Technology Center,,,,TRUE,BAM,,,,,,,"HiFiASM, WASP v1.0, Digger v0.7.4",,,,manual,,custom,,,none (de novo annotation)
R24AI162317,,,,"{""id"": ""NCIT: C16084"", ""label"": ""Observational Study""} ",,NIH R24AI162317,,Emory National Primate Research Center,"Room #2040 954 Gatewood NE Road, Atlanta, 30329, GA","Amit, Upad.","Stacey, Lapp",,,RKb19,FALSE,"{""id"": ""NCBITAXON: 9544"", ""label"": ""Rhesus macaque""}",Female,,,,,Indian,,,,,,,,,,,,,,RKb19,peripheral blood sample,"{""label"": ""blood"",""id"": ""UBERON:0000178""}",Saphenous vein,,,,,Emory National Primate Research Center,,,,,FALSE,,,,,,,DNA,,,,IG-Capture,amplification and capture by hybridization of genomic dna to enrich nucleic acid sequences from IG genomic loci,,,,,,,,,SEQUELII,University of Louisville Sequencing Technology Center,,,,TRUE,BAM,,,,,,,"HiFiASM, WASP v1.0, Digger v0.7.4",,,,manual,,custom,,,none (de novo annotation)
R24AI162317,,,,"{""id"": ""NCIT: C16084"", ""label"": ""Observational Study""} ",,NIH R24AI162317,,Emory National Primate Research Center,"Room #2040 954 Gatewood NE Road, Atlanta, 30329, GA","Amit, Upad.","Stacey, Lapp",,,RQp17,FALSE,"{""id"": ""NCBITAXON: 9544"", ""label"": ""Rhesus macaque""}",Female,,,,,Indian,,,,,,,,,,,,,,RQp17,peripheral blood sample,"{""label"": ""blood"",""id"": ""UBERON:0000178""}",Saphenous vein,,,,,Emory National Primate Research Center,,,,,FALSE,,,,,,,DNA,,,,IG-Capture,amplification and capture by hybridization of genomic dna to enrich nucleic acid sequences from IG genomic loci,,,,,,,,,SEQUELII,University of Louisville Sequencing Technology Center,,,,TRUE,BAM,,,,,,,"HiFiASM, WASP v1.0, Digger v0.7.4",,,,manual,,custom,,,none (de novo annotation)
R24AI162317,,,,"{""id"": ""NCIT: C16084"", ""label"": ""Observational Study""} ",,NIH R24AI162317,,Emory National Primate Research Center,"Room #2040 954 Gatewood NE Road, Atlanta, 30329, GA","Amit, Upad.","Stacey, Lapp",,,RTt13,FALSE,"{""id"": ""NCBITAXON: 9544"", ""label"": ""Rhesus macaque""}",Female,,,,,Indian,,,,,,,,,,,,,,RTt13,peripheral blood sample,"{""label"": ""blood"",""id"": ""UBERON:0000178""}",Saphenous vein,,,,,Emory National Primate Research Center,,,,,FALSE,,,,,,,DNA,,,,IG-Capture,amplification and capture by hybridization of genomic dna to enrich nucleic acid sequences from IG genomic loci,,,,,,,,,SEQUELII,University of Louisville Sequencing Technology Center,,,,TRUE,BAM,,,,,,,"HiFiASM, WASP v1.0, Digger v0.7.4",,,,manual,,custom,,,none (de novo annotation)
R24AI162317,,,,"{""id"": ""NCIT: C16084"", ""label"": ""Observational Study""} ",,NIH R24AI162317,,Emory National Primate Research Center,"Room #2040 954 Gatewood NE Road, Atlanta, 30329, GA","Amit, Upad.","Stacey, Lapp",,,RFq19,FALSE,"{""id"": ""NCBITAXON: 9544"", ""label"": ""Rhesus macaque""}",Male,,,,,Indian,,,,,,,,,,,,,,RFq19,peripheral blood sample,"{""label"": ""blood"",""id"": ""UBERON:0000178""}",Saphenous vein,,,,,Emory National Primate Research Center,,,,,FALSE,,,,,,,DNA,,,,IG-Capture,amplification and capture by hybridization of genomic dna to enrich nucleic acid sequences from IG genomic loci,,,,,,,,,SEQUELII,University of Louisville Sequencing Technology Center,,,,TRUE,BAM,,,,,,,"HiFiASM, WASP v1.0, Digger v0.7.4",,,,manual,,custom,,,none (de novo annotation)
R24AI162317,,,,"{""id"": ""NCIT: C16084"", ""label"": ""Observational Study""} ",,NIH R24AI162317,,Emory National Primate Research Center,"Room #2040 954 Gatewood NE Road, Atlanta, 30329, GA","Amit, Upad.","Stacey, Lapp",,,RIy10,FALSE,"{""id"": ""NCBITAXON: 9544"", ""label"": ""Rhesus macaque""}",Female,,,,,Indian,,,,,,,,,,,,,,RIy10,peripheral blood sample,"{""label"": ""blood"",""id"": ""UBERON:0000178""}",Saphenous vein,,,,,Emory National Primate Research Center,,,,,FALSE,,,,,,,DNA,,,,IG-Capture,amplification and capture by hybridization of genomic dna to enrich nucleic acid sequences from IG genomic loci,,,,,,,,,SEQUELII,University of Louisville Sequencing Technology Center,,,,TRUE,BAM,,,,,,,"HiFiASM, WASP v1.0, Digger v0.7.4",,,,manual,,custom,,,none (de novo annotation)
R24AI162317,,,,"{""id"": ""NCIT: C16084"", ""label"": ""Observational Study""} ",,NIH R24AI162317,,Emory National Primate Research Center,"Room #2040 954 Gatewood NE Road, Atlanta, 30329, GA","Amit, Upad.","Stacey, Lapp",,,RPs18,FALSE,"{""id"": ""NCBITAXON: 9544"", ""label"": ""Rhesus macaque""}",Female,,,,,Indian,,,,,,,,,,,,,,RPs18,peripheral blood sample,"{""label"": ""blood"",""id"": ""UBERON:0000178""}",Saphenous vein,,,,,Emory National Primate Research Center,,,,,FALSE,,,,,,,DNA,,,,IG-Capture,amplification and capture by hybridization of genomic dna to enrich nucleic acid sequences from IG genomic loci,,,,,,,,,SEQUELII,University of Louisville Sequencing Technology Center,,,,TRUE,BAM,,,,,,,"HiFiASM, WASP v1.0, Digger v0.7.4",,,,manual,,custom,,,none (de novo annotation)
R24AI162317,,,,"{""id"": ""NCIT: C16084"", ""label"": ""Observational Study""} ",,NIH R24AI162317,,Emory National Primate Research Center,"Room #2040 954 Gatewood NE Road, Atlanta, 30329, GA","Amit, Upad.","Stacey, Lapp",,,RRb11,FALSE,"{""id"": ""NCBITAXON: 9544"", ""label"": ""Rhesus macaque""}",Female,,,,,Indian,,,,,,,,,,,,,,RRb11,peripheral blood sample,"{""label"": ""blood"",""id"": ""UBERON:0000178""}",Saphenous vein,,,,,Emory National Primate Research Center,,,,,FALSE,,,,,,,DNA,,,,IG-Capture,amplification and capture by hybridization of genomic dna to enrich nucleic acid sequences from IG genomic loci,,,,,,,,,SEQUELII,University of Louisville Sequencing Technology Center,,,,TRUE,BAM,,,,,,,"HiFiASM, WASP v1.0, Digger v0.7.4",,,,manual,,custom,,,none (de novo annotation)
R24AI162317,,,,"{""id"": ""NCIT: C16084"", ""label"": ""Observational Study""} ",,NIH R24AI162317,,Emory National Primate Research Center,"Room #2040 954 Gatewood NE Road, Atlanta, 30329, GA","Amit, Upad.","Stacey, Lapp",,,RCv16,FALSE,"{""id"": ""NCBITAXON: 9544"", ""label"": ""Rhesus macaque""}",Female,,,,,Indian,,,,,,,,,,,,,,RCv16,peripheral blood sample,"{""label"": ""blood"",""id"": ""UBERON:0000178""}",Saphenous vein,,,,,Emory National Primate Research Center,,,,,FALSE,,,,,,,DNA,,,,IG-Capture,amplification and capture by hybridization of genomic dna to enrich nucleic acid sequences from IG genomic loci,,,,,,,,,SEQUELII,University of Louisville Sequencing Technology Center,,,,TRUE,BAM,,,,,,,"HiFiASM, WASP v1.0, Digger v0.7.4",,,,manual,,custom,,,none (de novo annotation)
R24AI162317,,,,"{""id"": ""NCIT: C16084"", ""label"": ""Observational Study""} ",,NIH R24AI162317,,Emory National Primate Research Center,"Room #2040 954 Gatewood NE Road, Atlanta, 30329, GA","Amit, Upad.","Stacey, Lapp",,,RCz16,FALSE,"{""id"": ""NCBITAXON: 9544"", ""label"": ""Rhesus macaque""}",Male,,,,,Indian,,,,,,,,,,,,,,RCz16,peripheral blood sample,"{""label"": ""blood"",""id"": ""UBERON:0000178""}",Saphenous vein,,,,,Emory National Primate Research Center,,,,,FALSE,,,,,,,DNA,,,,IG-Capture,amplification and capture by hybridization of genomic dna to enrich nucleic acid sequences from IG genomic loci,,,,,,,,,SEQUELII,University of Louisville Sequencing Technology Center,,,,TRUE,BAM,,,,,,,"HiFiASM, WASP v1.0, Digger v0.7.4",,,,manual,,custom,,,none (de novo annotation)
R24AI162317,,,,"{""id"": ""NCIT: C16084"", ""label"": ""Observational Study""} ",,NIH R24AI162317,,Emory National Primate Research Center,"Room #2040 954 Gatewood NE Road, Atlanta, 30329, GA","Amit, Upad.","Stacey, Lapp",,,RDe18,FALSE,"{""id"": ""NCBITAXON: 9544"", ""label"": ""Rhesus macaque""}",Female,,,,,Indian,,,,,,,,,,,,,,RDe18,peripheral blood sample,"{""label"": ""blood"",""id"": ""UBERON:0000178""}",Saphenous vein,,,,,Emory National Primate Research Center,,,,,FALSE,,,,,,,DNA,,,,IG-Capture,amplification and capture by hybridization of genomic dna to enrich nucleic acid sequences from IG genomic loci,,,,,,,,,SEQUELII,University of Louisville Sequencing Technology Center,,,,TRUE,BAM,,,,,,,"HiFiASM, WASP v1.0, Digger v0.7.4",,,,manual,,custom,,,none (de novo annotation)
R24AI162317,,,,"{""id"": ""NCIT: C16084"", ""label"": ""Observational Study""} ",,NIH R24AI162317,,Emory National Primate Research Center,"Room #2040 954 Gatewood NE Road, Atlanta, 30329, GA","Amit, Upad.","Stacey, Lapp",,,RJv17,FALSE,"{""id"": ""NCBITAXON: 9544"", ""label"": ""Rhesus macaque""}",Female,,,,,Indian,,,,,,,,,,,,,,RJv17,peripheral blood sample,"{""label"": ""blood"",""id"": ""UBERON:0000178""}",Saphenous vein,,,,,Emory National Primate Research Center,,,,,FALSE,,,,,,,DNA,,,,IG-Capture,amplification and capture by hybridization of genomic dna to enrich nucleic acid sequences from IG genomic loci,,,,,,,,,SEQUELII,University of Louisville Sequencing Technology Center,,,,TRUE,BAM,,,,,,,"HiFiASM, WASP v1.0, Digger v0.7.4",,,,manual,,custom,,,none (de novo annotation)
R24AI162317,,,,"{""id"": ""NCIT: C16084"", ""label"": ""Observational Study""} ",,NIH R24AI162317,,Emory National Primate Research Center,"Room #2040 954 Gatewood NE Road, Atlanta, 30329, GA","Amit, Upad.","Stacey, Lapp",,,RNo15,FALSE,"{""id"": ""NCBITAXON: 9544"", ""label"": ""Rhesus macaque""}",Female,,,,,Indian,,,,,,,,,,,,,,RNo15,peripheral blood sample,"{""label"": ""blood"",""id"": ""UBERON:0000178""}",Saphenous vein,,,,,Emory National Primate Research Center,,,,,FALSE,,,,,,,DNA,,,,IG-Capture,amplification and capture by hybridization of genomic dna to enrich nucleic acid sequences from IG genomic loci,,,,,,,,,SEQUELII,University of Louisville Sequencing Technology Center,,,,TRUE,BAM,,,,,,,"HiFiASM, WASP v1.0, Digger v0.7.4",,,,manual,,custom,,,none (de novo annotation)
R24AI162317,,,,"{""id"": ""NCIT: C16084"", ""label"": ""Observational Study""} ",,NIH R24AI162317,,Emory National Primate Research Center,"Room #2040 954 Gatewood NE Road, Atlanta, 30329, GA","Amit, Upad.","Stacey, Lapp",,,RQa19,FALSE,"{""id"": ""NCBITAXON: 9544"", ""label"": ""Rhesus macaque""}",Female,,,,,Indian,,,,,,,,,,,,,,RQa19,peripheral blood sample,"{""label"": ""blood"",""id"": ""UBERON:0000178""}",Saphenous vein,,,,,Emory National Primate Research Center,,,,,FALSE,,,,,,,DNA,,,,IG-Capture,amplification and capture by hybridization of genomic dna to enrich nucleic acid sequences from IG genomic loci,,,,,,,,,SEQUELII,University of Louisville Sequencing Technology Center,,,,TRUE,BAM,,,,,,,"HiFiASM, WASP v1.0, Digger v0.7.4",,,,manual,,custom,,,none (de novo annotation)
R24AI162317,,,,"{""id"": ""NCIT: C16084"", ""label"": ""Observational Study""} ",,NIH R24AI162317,,Emory National Primate Research Center,"Room #2040 954 Gatewood NE Road, Atlanta, 30329, GA","Amit, Upad.","Stacey, Lapp",,,RRv14,FALSE,"{""id"": ""NCBITAXON: 9544"", ""label"": ""Rhesus macaque""}",Female,,,,,Indian,,,,,,,,,,,,,,RRv14,peripheral blood sample,"{""label"": ""blood"",""id"": ""UBERON:0000178""}",Saphenous vein,,,,,Emory National Primate Research Center,,,,,FALSE,,,,,,,DNA,,,,IG-Capture,amplification and capture by hybridization of genomic dna to enrich nucleic acid sequences from IG genomic loci,,,,,,,,,SEQUELII,University of Louisville Sequencing Technology Center,,,,TRUE,BAM,,,,,,,"HiFiASM, WASP v1.0, Digger v0.7.4",,,,manual,,custom,,,none (de novo annotation)
R24AI162317,,,,"{""id"": ""NCIT: C16084"", ""label"": ""Observational Study""} ",,NIH R24AI162317,,Emory National Primate Research Center,"Room #2040 954 Gatewood NE Road, Atlanta, 30329, GA","Amit, Upad.","Stacey, Lapp",,,RSq16,FALSE,"{""id"": ""NCBITAXON: 9544"", ""label"": ""Rhesus macaque""}",Male,,,,,Indian,,,,,,,,,,,,,,RSq16,peripheral blood sample,"{""label"": ""blood"",""id"": ""UBERON:0000178""}",Saphenous vein,,,,,Emory National Primate Research Center,,,,,FALSE,,,,,,,DNA,,,,IG-Capture,amplification and capture by hybridization of genomic dna to enrich nucleic acid sequences from IG genomic loci,,,,,,,,,SEQUELII,University of Louisville Sequencing Technology Center,,,,TRUE,BAM,,,,,,,"HiFiASM, WASP v1.0, Digger v0.7.4",,,,manual,,custom,,,none (de novo annotation)
R24AI162317,,,,"{""id"": ""NCIT: C16084"", ""label"": ""Observational Study""} ",,NIH R24AI162317,,Emory National Primate Research Center,"Room #2040 954 Gatewood NE Road, Atlanta, 30329, GA","Amit, Upad.","Stacey, Lapp",,,RVu20,FALSE,"{""id"": ""NCBITAXON: 9544"", ""label"": ""Rhesus macaque""}",Female,,,,,Indian,,,,,,,,,,,,,,RVu20,peripheral blood sample,"{""label"": ""blood"",""id"": ""UBERON:0000178""}",Saphenous vein,,,,,Emory National Primate Research Center,,,,,FALSE,,,,,,,DNA,,,,IG-Capture,amplification and capture by hybridization of genomic dna to enrich nucleic acid sequences from IG genomic loci,,,,,,,,,SEQUELII,University of Louisville Sequencing Technology Center,,,,TRUE,BAM,,,,,,,"HiFiASM, WASP v1.0, Digger v0.7.4",,,,manual,,custom,,,none (de novo annotation)
R24AI162317,,,,"{""id"": ""NCIT: C16084"", ""label"": ""Observational Study""} ",,NIH R24AI162317,,Emory National Primate Research Center,"Room #2040 954 Gatewood NE Road, Atlanta, 30329, GA","Amit, Upad.","Stacey, Lapp",,,RWc20,FALSE,"{""id"": ""NCBITAXON: 9544"", ""label"": ""Rhesus macaque""}",Female,,,,,Indian,,,,,,,,,,,,,,RWc20,peripheral blood sample,"{""label"": ""blood"",""id"": ""UBERON:0000178""}",Saphenous vein,,,,,Emory National Primate Research Center,,,,,FALSE,,,,,,,DNA,,,,IG-Capture,amplification and capture by hybridization of genomic dna to enrich nucleic acid sequences from IG genomic loci,,,,,,,,,SEQUELII,University of Louisville Sequencing Technology Center,,,,TRUE,BAM,,,,,,,"HiFiASM, WASP v1.0, Digger v0.7.4",,,,manual,,custom,,,none (de novo annotation)
R24AI162317,,,,"{""id"": ""NCIT: C16084"", ""label"": ""Observational Study""} ",,NIH R24AI162317,,Emory National Primate Research Center,"Room #2040 954 Gatewood NE Road, Atlanta, 30329, GA","Amit, Upad.","Stacey, Lapp",,,174-13,FALSE,"{""id"": ""NCBITAXON: 9544"", ""label"": ""Rhesus macaque""}",Male,,,,,Indian,,,,,,,,,,,,,,174-13,peripheral blood sample,"{""label"": ""blood"",""id"": ""UBERON:0000178""}",Saphenous vein,,,,,Emory National Primate Research Center,,,,,FALSE,,,,,,,DNA,,,,IG-Capture,amplification and capture by hybridization of genomic dna to enrich nucleic acid sequences from IG genomic loci,,,,,,,,,SEQUELII,University of Louisville Sequencing Technology Center,,,,TRUE,BAM,,,,,,,"HiFiASM, WASP v1.0, Digger v0.7.4",,,,manual,,custom,,,none (de novo annotation)
R24AI162317,,,,"{""id"": ""NCIT: C16084"", ""label"": ""Observational Study""} ",,NIH R24AI162317,,Emory National Primate Research Center,"Room #2040 954 Gatewood NE Road, Atlanta, 30329, GA","Amit, Upad.","Stacey, Lapp",,,RGw18,FALSE,"{""id"": ""NCBITAXON: 9544"", ""label"": ""Rhesus macaque""}",Male,,,,,Indian,,,,,,,,,,,,,,RGw18,peripheral blood sample,"{""label"": ""blood"",""id"": ""UBERON:0000178""}",Saphenous vein,,,,,Emory National Primate Research Center,,,,,FALSE,,,,,,,DNA,,,,IG-Capture,amplification and capture by hybridization of genomic dna to enrich nucleic acid sequences from IG genomic loci,,,,,,,,,SEQUELII,University of Louisville Sequencing Technology Center,,,,TRUE,BAM,,,,,,,"HiFiASM, WASP v1.0, Digger v0.7.4",,,,manual,,custom,,,none (de novo annotation)
R24AI162317,,,,"{""id"": ""NCIT: C16084"", ""label"": ""Observational Study""} ",,NIH R24AI162317,,Emory National Primate Research Center,"Room #2040 954 Gatewood NE Road, Atlanta, 30329, GA","Amit, Upad.","Stacey, Lapp",,,RKq18,FALSE,"{""id"": ""NCBITAXON: 9544"", ""label"": ""Rhesus macaque""}",Male,,,,,Indian,,,,,,,,,,,,,,RKq18,peripheral blood sample,"{""label"": ""blood"",""id"": ""UBERON:0000178""}",Saphenous vein,,,,,Emory National Primate Research Center,,,,,FALSE,,,,,,,DNA,,,,IG-Capture,amplification and capture by hybridization of genomic dna to enrich nucleic acid sequences from IG genomic loci,,,,,,,,,SEQUELII,University of Louisville Sequencing Technology Center,,,,TRUE,BAM,,,,,,,"HiFiASM, WASP v1.0, Digger v0.7.4",,,,manual,,custom,,,none (de novo annotation)
R24AI162317,,,,"{""id"": ""NCIT: C16084"", ""label"": ""Observational Study""} ",,NIH R24AI162317,,Emory National Primate Research Center,"Room #2040 954 Gatewood NE Road, Atlanta, 30329, GA","Amit, Upad.","Stacey, Lapp",,,RLi17,FALSE,"{""id"": ""NCBITAXON: 9544"", ""label"": ""Rhesus macaque""}",Male,,,,,Indian,,,,,,,,,,,,,,RLi17,peripheral blood sample,"{""label"": ""blood"",""id"": ""UBERON:0000178""}",Saphenous vein,,,,,Emory National Primate Research Center,,,,,FALSE,,,,,,,DNA,,,,IG-Capture,amplification and capture by hybridization of genomic dna to enrich nucleic acid sequences from IG genomic loci,,,,,,,,,SEQUELII,University of Louisville Sequencing Technology Center,,,,TRUE,BAM,,,,,,,"HiFiASM, WASP v1.0, Digger v0.7.4",,,,manual,,custom,,,none (de novo annotation)
R24AI162317,,,,"{""id"": ""NCIT: C16084"", ""label"": ""Observational Study""} ",,NIH R24AI162317,,Emory National Primate Research Center,"Room #2040 954 Gatewood NE Road, Atlanta, 30329, GA","Amit, Upad.","Stacey, Lapp",,,RRb19,FALSE,"{""id"": ""NCBITAXON: 9544"", ""label"": ""Rhesus macaque""}",Male,,,,,Indian,,,,,,,,,,,,,,RRb19,peripheral blood sample,"{""label"": ""blood"",""id"": ""UBERON:0000178""}",Saphenous vein,,,,,Emory National Primate Research Center,,,,,FALSE,,,,,,,DNA,,,,IG-Capture,amplification and capture by hybridization of genomic dna to enrich nucleic acid sequences from IG genomic loci,,,,,,,,,SEQUELII,University of Louisville Sequencing Technology Center,,,,TRUE,BAM,,,,,,,"HiFiASM, WASP v1.0, Digger v0.7.4",,,,manual,,custom,,,none (de novo annotation)
R24AI162317,,,,"{""id"": ""NCIT: C16084"", ""label"": ""Observational Study""} ",,NIH R24AI162317,,Emory National Primate Research Center,"Room #2040 954 Gatewood NE Road, Atlanta, 30329, GA","Amit, Upad.","Stacey, Lapp",,,33967,FALSE,"{""id"": ""NCBITAXON: 9544"", ""label"": ""Rhesus macaque""}",Female,,,,,Indian,,,,,,,,,,,,,,33967,peripheral blood sample,"{""label"": ""blood"",""id"": ""UBERON:0000178""}",Saphenous vein,,,,,Emory National Primate Research Center,,,,,FALSE,,,,,,,DNA,,,,IG-Capture,amplification and capture by hybridization of genomic dna to enrich nucleic acid sequences from IG genomic loci,,,,,,,,,SEQUELII,University of Louisville Sequencing Technology Center,,,,TRUE,BAM,,,,,,,"HiFiASM, WASP v1.0, Digger v0.7.4",,,,manual,,custom,,,none (de novo annotation)
R24AI162317,,,,"{""id"": ""NCIT: C16084"", ""label"": ""Observational Study""} ",,NIH R24AI162317,,Emory National Primate Research Center,"Room #2040 954 Gatewood NE Road, Atlanta, 30329, GA","Amit, Upad.","Stacey, Lapp",,,13D132,FALSE,"{""id"": ""NCBITAXON: 9544"", ""label"": ""Rhesus macaque""}",Female,,,,,Indian,,,,,,,,,,,,,,13D132,peripheral blood sample,"{""label"": ""blood"",""id"": ""UBERON:0000178""}",Saphenous vein,,,,,Emory National Primate Research Center,,,,,FALSE,,,,,,,DNA,,,,IG-Capture,amplification and capture by hybridization of genomic dna to enrich nucleic acid sequences from IG genomic loci,,,,,,,,,SEQUELII,University of Louisville Sequencing Technology Center,,,,TRUE,BAM,,,,,,,"HiFiASM, WASP v1.0, Digger v0.7.4",,,,manual,,custom,,,none (de novo annotation)
R24AI162317,,,,"{""id"": ""NCIT: C16084"", ""label"": ""Observational Study""} ",,NIH R24AI162317,,Emory National Primate Research Center,"Room #2040 954 Gatewood NE Road, Atlanta, 30329, GA","Amit, Upad.","Stacey, Lapp",,,275_12,FALSE,"{""id"": ""NCBITAXON: 9544"", ""label"": ""Rhesus macaque""}",Female,,,,,Indian,,,,,,,,,,,,,,275_12,peripheral blood sample,"{""label"": ""blood"",""id"": ""UBERON:0000178""}",Saphenous vein,,,,,Emory National Primate Research Center,,,,,FALSE,,,,,,,DNA,,,,IG-Capture,amplification and capture by hybridization of genomic dna to enrich nucleic acid sequences from IG genomic loci,,,,,,,,,SEQUELII,University of Louisville Sequencing Technology Center,,,,TRUE,BAM,,,,,,,"HiFiASM, WASP v1.0, Digger v0.7.4",,,,manual,,custom,,,none (de novo annotation)
